id;userid;movieid;rating
13296;656;578;3
13297;656;329;3
13298;656;8392;3
13299;656;627;3
13300;656;24;3
13301;656;77338;3
13302;656;576;3
13303;656;3078;3
13304;656;1585;3
13305;656;7345;3
13306;656;103663;3
13307;656;19;3
13308;656;11216;3
13309;656;87827;3
13310;656;70;3
13311;656;585;3
13312;656;807;3
13313;656;311;3
13314;656;11216;3
13315;656;792;3
13316;656;5924;3
13317;656;380;3
13318;656;424;3
13319;656;1580;3
13320;656;804;3
13321;183;13475;2
13322;183;235;3
13323;183;205;4
13324;183;845;4
13325;183;20453;4
13326;183;1892;3
13327;183;453;5
13328;183;599;4
13329;183;218;3
13330;183;348;5
13331;183;280;4
13332;183;583;3
13333;183;1092;5
13334;183;993;3
13335;183;769;3
13336;183;1955;4
13337;183;212;4
13338;183;3175;1
13339;183;272;3
13340;183;665;5
13341;183;962;3
13342;183;578;3
13343;183;284;4
13344;183;947;1
13345;183;74643;3
13346;183;44214;3
13347;183;524;3
13348;183;115;3
13349;183;910;3
13350;183;289;5
13351;183;598;3
13352;183;2503;4
13353;183;8587;4
13354;183;45269;5
13355;183;15;5
13356;183;247;3
13357;183;901;3
13358;183;7508;5
13359;183;11697;5
13360;183;68718;4
13361;183;37247;2
13362;183;309;3
13363;183;49051;4
13364;183;275;5
13365;183;497;4
13366;183;783;3
13367;183;600;5
13368;183;629;5
13369;183;37165;3
13370;183;11787;5
13371;183;12445;4
13372;183;13475;5
13373;183;3112;5
13374;183;10191;1
13375;183;274;3
13376;183;205;2
13377;183;745;3
13378;183;278;5
13379;183;288;3
13380;183;3082;5
13381;183;46738;4
13382;183;27205;5
13383;183;578;3
13384;183;8392;3
13385;183;329;3
13386;183;627;2
13387;183;947;4
13388;183;77338;4
13389;183;576;3
13390;183;595;3
13391;183;1585;3
13392;183;832;3
13393;183;77;4
13394;183;947;3
13395;183;2118;3
13396;183;87827;5
13397;183;583;4
13398;183;3083;3
13399;183;3082;4
13400;183;807;3
13401;183;510;5
13402;183;213;4
13403;183;680;3
13404;183;391;4
13405;183;2062;3
13406;183;11645;3
13407;183;1578;4
13408;183;111;3
13409;183;857;5
13410;183;804;3
13411;1758;235;3
13412;1758;389;5
13413;1758;845;1
13414;1758;205;2
13415;1758;20453;4
13416;1758;218;5
13417;1758;702;5
13418;1758;280;2
13419;1758;348;4
13420;1758;103;3
13421;1758;583;4
13422;1758;3078;3
13423;1758;703;2
13424;1758;212;1
13425;1758;11778;3
13426;1758;10020;4
13427;1758;961;3
13428;1758;665;3
13429;1758;284;2
13430;1758;947;5
13431;1758;642;4
13432;1758;524;4
13433;1758;910;2
13434;1758;598;5
13435;1758;829;2
13436;1758;121;2
13437;1758;903;4
13438;1758;45269;3
13439;1758;901;4
13440;1758;17654;1
13441;1758;963;3
13442;1758;68718;3
13443;1758;38;2
13444;1758;996;1
13445;1758;935;3
13446;1758;10098;1
13447;1758;309;3
13448;1758;990;1
13449;1758;550;2
13450;1758;5961;4
13451;1758;49051;1
13452;1758;1091;3
13453;1758;9277;1
13454;1758;218;2
13455;1758;12;1
13456;1758;629;1
13457;1758;770;2
13458;1758;1124;3
13459;1758;2493;4
13460;1758;13475;5
13461;1758;13223;2
13462;1758;274;1
13463;1758;745;2
13464;1758;205;3
13465;1758;288;4
13466;1758;278;5
13467;1758;949;5
13468;1758;3082;1
13469;1758;10775;3
13470;1758;5915;4
13471;1758;429;4
13472;1758;110;4
13473;1758;46738;5
13474;1758;578;4
13475;1758;862;3
13476;1758;630;3
13477;1758;576;3
13478;1758;3078;1
13479;1758;1585;1
13480;1758;595;2
13481;1758;103663;2
13482;1758;7345;4
13483;1758;2118;4
13484;1758;807;2
13485;1758;311;1
13486;1758;10774;3
13487;1758;680;3
13488;1758;391;1
13489;1758;797;3
13490;1758;5924;3
13491;1758;975;2
13492;1758;223;1
13493;1758;567;4
13494;1758;2062;5
13495;1758;1578;1
13496;1758;424;5
13497;1758;857;3
13498;1758;805;3
13499;1758;804;4
13500;1758;1366;2
13501;180;13475;4
13502;180;845;0
13503;180;280;3
13504;180;348;3
13505;180;11324;1
13506;180;872;3
13507;180;279;1
13508;180;1092;5
13509;180;3078;1
13510;180;769;1
13511;180;703;2
13512;180;212;2
13513;180;11778;1
13514;180;289;5
13515;180;1955;2
13516;180;665;3
13517;180;962;5
13518;180;44214;0
13519;180;24428;3
13520;180;642;3
13521;180;1480;2
13522;180;524;5
13523;180;2503;4
13524;180;598;4
13525;180;903;5
13526;180;45269;5
13527;180;15;1
13528;180;603;4
13529;180;7508;0
13530;180;17654;2
13531;180;68718;4
13532;180;914;4
13533;180;996;2
13534;180;596;3
13535;180;935;4
13536;180;550;1
13537;180;497;5
13538;180;1092;5
13539;180;9277;3
13540;180;12;4
13541;180;489;3
13542;180;3090;3
13543;180;770;5
13544;180;37165;4
13545;180;213;1
13546;180;11787;5
13547;180;1124;3
13548;180;12445;0
13549;180;3112;1
13550;180;745;3
13551;180;949;3
13552;180;16869;4
13553;180;110;3
13554;180;7984;4
13555;180;578;2
13556;180;8392;2
13557;180;329;5
13558;180;627;1
13559;180;24;4
13560;180;862;3
13561;180;3078;3
13562;180;595;3
13563;180;1585;0
13564;180;7345;2
13565;180;103663;4
13566;180;24238;2
13567;180;19;2
13568;180;947;3
13569;180;2118;3
13570;180;11216;4
13571;180;87827;1
13572;180;583;2
13573;180;762;5
13574;180;3083;1
13575;180;3082;5
13576;180;585;2
13577;180;807;3
13578;180;311;5
13579;180;303;4
13580;180;6977;1
13581;180;680;5
13582;180;792;4
13583;180;391;3
13584;180;797;4
13585;180;567;4
13586;180;380;0
13587;180;85;5
13588;180;1580;4
13589;180;804;2
13590;180;500;4
13591;1759;13475;3
13592;1759;389;4
13593;1759;235;4
13594;1759;845;2
13595;1759;1892;5
13596;1759;280;4
13597;1759;702;4
13598;1759;11324;4
13599;1759;807;1
13600;1759;872;3
13601;1759;1092;3
13602;1759;12405;4
13603;1759;3078;4
13604;1759;583;1
13605;1759;107;3
13606;1759;212;3
13607;1759;1955;4
13608;1759;289;3
13609;1759;975;4
13610;1759;1955;5
13611;1759;10020;2
13612;1759;238;4
13613;1759;665;3
13614;1759;578;3
13615;1759;1480;3
13616;1759;289;1
13617;1759;826;4
13618;1759;829;4
13619;1759;903;3
13620;1759;562;4
13621;1759;45269;4
13622;1759;247;4
13623;1759;603;4
13624;1759;968;3
13625;1759;7508;3
13626;1759;17654;3
13627;1759;68718;4
13628;1759;996;3
13629;1759;935;4
13630;1759;10098;3
13631;1759;309;4
13632;1759;550;3
13633;1759;990;4
13634;1759;497;4
13635;1759;275;4
13636;1759;783;3
13637;1759;1092;2
13638;1759;13;3
13639;1759;9277;3
13640;1759;218;3
13641;1759;12;4
13642;1759;769;3
13643;1759;489;3
13644;1759;770;4
13645;1759;213;3
13646;1759;11787;1
13647;1759;2493;3
13648;1759;3112;3
13649;1759;13223;3
13650;1759;274;5
13651;1759;745;3
13652;1759;205;3
13653;1759;278;2
13654;1759;949;3
13655;1759;3082;3
13656;1759;110;3
13657;1759;578;3
13658;1759;947;3
13659;1759;576;4
13660;1759;3078;4
13661;1759;595;2
13662;1759;103663;3
13663;1759;24238;2
13664;1759;11216;3
13665;1759;87827;4
13666;1759;762;3
13667;1759;311;3
13668;1759;510;3
13669;1759;654;4
13670;1759;213;4
13671;1759;303;3
13672;1759;22;3
13673;1759;792;3
13674;1759;5924;3
13675;1759;380;3
13676;1759;85;4
13677;1759;424;1
13678;1759;111;2
13679;1759;857;4
13680;1759;805;4
13681;181;235;1
13682;181;205;4
13683;181;1892;1
13684;181;599;3
13685;181;218;3
13686;181;702;2
13687;181;103;2
13688;181;11324;2
13689;181;807;4
13690;181;872;2
13691;181;3078;3
13692;181;703;4
13693;181;107;2
13694;181;212;3
13695;181;1955;3
13696;181;1422;3
13697;181;1955;4
13698;181;961;3
13699;181;962;4
13700;181;947;3
13701;181;44214;2
13702;181;642;3
13703;181;887;2
13704;181;115;4
13705;181;910;2
13706;181;289;3
13707;181;598;4
13708;181;2503;3
13709;181;826;3
13710;181;829;2
13711;181;121;4
13712;181;562;4
13713;181;8587;2
13714;181;15;2
13715;181;603;2
13716;181;7508;5
13717;181;68718;2
13718;181;5925;3
13719;181;914;2
13720;181;37247;1
13721;181;309;2
13722;181;990;3
13723;181;550;3
13724;181;1091;1
13725;181;600;2
13726;181;1092;4
13727;181;13;4
13728;181;218;4
13729;181;629;3
13730;181;11787;2
13731;181;2493;3
13732;181;278;4
13733;181;694;3
13734;181;949;3
13735;181;16869;3
13736;181;110;3
13737;181;7984;1
13738;181;46738;0
13739;181;27205;0
13740;181;578;1
13741;181;329;2
13742;181;947;2
13743;181;627;2
13744;181;24;3
13745;181;630;3
13746;181;576;4
13747;181;3078;5
13748;181;595;5
13749;181;7345;3
13750;181;832;2
13751;181;947;2
13752;181;11216;3
13753;181;583;3
13754;181;322;2
13755;181;3083;2
13756;181;3082;4
13757;181;70;2
13758;181;585;3
13759;181;510;3
13760;181;11216;4
13761;181;6977;3
13762;181;792;3
13763;181;391;1
13764;181;797;5
13765;181;5924;3
13766;181;975;4
13767;181;85;3
13768;181;424;2
13769;181;857;0
13770;181;804;2
13771;746;13475;4
13772;746;389;3
13773;746;235;2
13774;746;1892;3
13775;746;453;2
13776;746;599;4
13777;746;280;3
13778;746;702;3
13779;746;11324;3
13780;746;807;4
13781;746;279;3
13782;746;1092;4
13783;746;583;1
13784;746;12405;3
13785;746;3078;2
13786;746;239;2
13787;746;583;2
13788;746;703;3
13789;746;3175;3
13790;746;10020;5
13791;746;272;3
13792;746;665;4
13793;746;238;2
13794;746;962;3
13795;746;578;1
13796;746;947;4
13797;746;284;5
13798;746;74643;3
13799;746;1480;1
13800;746;887;2
13801;746;115;4
13802;746;903;4
13803;746;562;3
13804;746;8587;5
13805;746;15;3
13806;746;603;2
13807;746;11697;3
13808;746;17654;1
13809;746;963;4
13810;746;1417;3
13811;746;996;5
13812;746;596;1
13813;746;309;3
13814;746;10098;3
13815;746;783;3
13816;746;1091;2
13817;746;1092;2
13818;746;600;4
13819;746;218;5
13820;746;769;3
13821;746;629;2
13822;746;3090;4
13823;746;213;5
13824;746;11787;4
13825;746;12445;3
13826;746;423;2
13827;746;13223;3
13828;746;278;4
13829;746;949;3
13830;746;5915;3
13831;746;429;3
13832;746;7984;3
13833;746;46738;3
13834;746;1480;4
13835;746;578;3
13836;746;8392;5
13837;746;24;5
13838;746;3078;5
13839;746;576;4
13840;746;832;3
13841;746;947;2
13842;746;11216;2
13843;746;87827;3
13844;746;583;3
13845;746;762;2
13846;746;3082;1
13847;746;311;3
13848;746;510;2
13849;746;303;4
13850;746;10774;4
13851;746;6977;3
13852;746;680;4
13853;746;391;2
13854;746;223;3
13855;746;567;2
13856;746;2062;3
13857;746;380;4
13858;746;85;5
13859;746;805;4
13860;746;1580;2
13861;745;702;4
13862;745;280;2
13863;745;348;5
13864;745;705;2
13865;745;11324;2
13866;745;807;5
13867;745;12405;1
13868;745;3078;2
13869;745;769;4
13870;745;993;2
13871;745;703;3
13872;745;212;3
13873;745;1422;4
13874;745;975;4
13875;745;10020;3
13876;745;665;4
13877;745;24428;3
13878;745;642;4
13879;745;1480;1
13880;745;524;5
13881;745;598;2
13882;745;903;3
13883;745;8587;5
13884;745;562;4
13885;745;15;4
13886;745;247;3
13887;745;603;2
13888;745;968;1
13889;745;7508;5
13890;745;68718;4
13891;745;5925;1
13892;745;914;3
13893;745;596;4
13894;745;996;4
13895;745;37247;2
13896;745;10098;3
13897;745;550;3
13898;745;49051;3
13899;745;1091;4
13900;745;12;4
13901;745;117;3
13902;745;770;4
13903;745;3090;4
13904;745;11787;5
13905;745;2493;4
13906;745;12445;3
13907;745;423;2
13908;745;274;3
13909;745;10191;3
13910;745;205;3
13911;745;694;5
13912;745;949;1
13913;745;3082;3
13914;745;10775;3
13915;745;16869;2
13916;745;5915;5
13917;745;7984;3
13918;745;46738;5
13919;745;578;4
13920;745;1480;4
13921;745;8392;5
13922;745;627;4
13923;745;24;2
13924;745;576;2
13925;745;595;2
13926;745;103663;3
13927;745;7345;4
13928;745;24238;4
13929;745;832;2
13930;745;77;3
13931;745;87827;3
13932;745;762;3
13933;745;585;2
13934;745;510;4
13935;745;654;1
13936;745;303;3
13937;745;10774;3
13938;745;6977;4
13939;745;792;3
13940;745;391;2
13941;745;797;4
13942;745;5924;1
13943;745;975;4
13944;745;641;2
13945;745;380;3
13946;745;424;3
13947;745;111;3
13948;745;857;3
13949;745;804;2
13950;745;500;2
13951;207;845;1
13952;207;1892;4
13953;207;7508;4
13954;207;453;2
13955;207;218;2
13956;207;348;2
13957;207;11324;2
13958;207;280;2
13959;207;807;4
13960;207;1092;1
13961;207;12405;3
13962;207;3078;2
13963;207;769;2
13964;207;703;2
13965;207;1955;2
13966;207;289;2
13967;207;11778;5
13968;207;3175;2
13969;207;1955;1
13970;207;10020;2
13971;207;9552;0
13972;207;961;1
13973;207;284;1
13974;207;642;2
13975;207;24428;4
13976;207;887;2
13977;207;524;2
13978;207;115;4
13979;207;289;2
13980;207;826;2
13981;207;829;2
13982;207;121;5
13983;207;8587;4
13984;207;603;1
13985;207;7508;2
13986;207;11697;4
13987;207;914;2
13988;207;596;3
13989;207;935;2
13990;207;10098;4
13991;207;990;3
13992;207;550;2
13993;207;275;2
13994;207;497;1
13995;207;783;2
13996;207;1091;2
13997;207;9277;1
13998;207;629;0
13999;207;770;2
14000;207;213;2
14001;207;37165;3
14002;207;11787;2
14003;207;2493;4
14004;207;3112;3
14005;207;423;4
14006;207;10191;2
14007;207;205;2
14008;207;745;3
14009;207;288;2
14010;207;694;4
14011;207;10775;2
14012;207;5915;2
14013;207;110;1
14014;207;7984;2
14015;207;46738;2
14016;207;27205;2
14017;207;578;2
14018;207;1480;1
14019;207;627;4
14020;207;24;2
14021;207;576;4
14022;207;1585;2
14023;207;595;4
14024;207;832;2
14025;207;19;2
14026;207;77;2
14027;207;2118;2
14028;207;87827;2
14029;207;583;2
14030;207;322;2
14031;207;70;2
14032;207;585;2
14033;207;510;3
14034;207;654;4
14035;207;303;2
14036;207;680;2
14037;207;797;0
14038;207;5924;5
14039;207;641;1
14040;207;567;4
14041;1154;205;2
14042;1154;845;5
14043;1154;20453;4
14044;1154;218;3
14045;1154;280;5
14046;1154;103;2
14047;1154;348;3
14048;1154;280;5
14049;1154;279;2
14050;1154;872;2
14051;1154;1092;5
14052;1154;3078;1
14053;1154;769;5
14054;1154;583;3
14055;1154;107;4
14056;1154;212;3
14057;1154;3175;5
14058;1154;1955;1
14059;1154;9552;5
14060;1154;272;3
14061;1154;238;5
14062;1154;578;5
14063;1154;24428;1
14064;1154;887;5
14065;1154;1480;3
14066;1154;289;1
14067;1154;598;3
14068;1154;121;5
14069;1154;247;4
14070;1154;901;5
14071;1154;603;2
14072;1154;1417;4
14073;1154;5925;2
14074;1154;914;5
14075;1154;596;2
14076;1154;37247;2
14077;1154;935;3
14078;1154;990;5
14079;1154;49051;3
14080;1154;5961;5
14081;1154;275;4
14082;1154;600;5
14083;1154;13;5
14084;1154;218;5
14085;1154;769;5
14086;1154;629;4
14087;1154;3090;3
14088;1154;37165;5
14089;1154;1124;5
14090;1154;11787;3
14091;1154;13475;3
14092;1154;10191;2
14093;1154;274;5
14094;1154;205;5
14095;1154;278;5
14096;1154;288;4
14097;1154;694;4
14098;1154;949;5
14099;1154;16869;3
14100;1154;578;5
14101;1154;1480;4
14102;1154;329;3
14103;1154;947;3
14104;1154;24;5
14105;1154;862;4
14106;1154;576;2
14107;1154;595;5
14108;1154;832;5
14109;1154;2118;3
14110;1154;87827;5
14111;1154;583;4
14112;1154;70;5
14113;1154;311;5
14114;1154;510;5
14115;1154;303;5
14116;1154;10774;4
14117;1154;6977;5
14118;1154;680;4
14119;1154;22;2
14120;1154;792;4
14121;1154;797;5
14122;1154;5924;5
14123;1154;567;3
14124;1154;2062;3
14125;1154;11645;3
14126;1154;85;4
14127;1154;1578;1
14128;1154;424;2
14129;1154;111;5
14130;1154;857;4
14131;751;13475;4
14132;751;235;3
14133;751;205;4
14134;751;1892;2
14135;751;20453;3
14136;751;7508;3
14137;751;218;2
14138;751;280;3
14139;751;705;2
14140;751;807;4
14141;751;280;4
14142;751;279;3
14143;751;12405;3
14144;751;769;3
14145;751;703;2
14146;751;107;4
14147;751;1955;3
14148;751;289;3
14149;751;975;2
14150;751;9552;4
14151;751;665;4
14152;751;238;5
14153;751;284;1
14154;751;121;2
14155;751;8587;5
14156;751;45269;4
14157;751;901;2
14158;751;7508;5
14159;751;963;3
14160;751;68718;2
14161;751;1417;2
14162;751;935;4
14163;751;10098;1
14164;751;309;3
14165;751;990;3
14166;751;550;2
14167;751;49051;4
14168;751;275;3
14169;751;1092;3
14170;751;218;4
14171;751;12;3
14172;751;117;4
14173;751;629;3
14174;751;489;4
14175;751;3090;2
14176;751;37165;2
14177;751;3112;2
14178;751;423;5
14179;751;13223;1
14180;751;745;2
14181;751;278;4
14182;751;288;2
14183;751;949;4
14184;751;694;2
14185;751;3082;2
14186;751;10775;2
14187;751;429;3
14188;751;1480;3
14189;751;329;3
14190;751;630;1
14191;751;77338;4
14192;751;3078;2
14193;751;1585;2
14194;751;103663;4
14195;751;832;2
14196;751;77;2
14197;751;947;3
14198;751;2118;2
14199;751;762;2
14200;751;322;3
14201;751;3083;3
14202;751;70;1
14203;751;807;4
14204;751;311;3
14205;751;510;3
14206;751;11216;4
14207;751;303;4
14208;751;10774;3
14209;751;6977;3
14210;751;539;2
14211;751;797;2
14212;751;975;1
14213;751;641;1
14214;751;223;3
14215;751;85;2
14216;751;1578;3
14217;751;424;4
14218;751;111;2
14219;751;804;2
14220;751;500;5
14221;1159;13475;4
14222;1159;845;3
14223;1159;205;2
14224;1159;7508;5
14225;1159;702;2
14226;1159;280;3
14227;1159;348;4
14228;1159;11324;4
14229;1159;705;1
14230;1159;807;4
14231;1159;279;4
14232;1159;872;1
14233;1159;1092;4
14234;1159;12405;4
14235;1159;769;3
14236;1159;993;4
14237;1159;239;5
14238;1159;107;4
14239;1159;11778;2
14240;1159;975;1
14241;1159;9552;4
14242;1159;961;1
14243;1159;665;3
14244;1159;578;4
14245;1159;289;4
14246;1159;598;3
14247;1159;2503;2
14248;1159;829;5
14249;1159;121;4
14250;1159;903;1
14251;1159;8587;0
14252;1159;562;2
14253;1159;15;1
14254;1159;45269;1
14255;1159;901;0
14256;1159;968;1
14257;1159;603;1
14258;1159;7508;5
14259;1159;1417;5
14260;1159;5925;5
14261;1159;996;2
14262;1159;37247;1
14263;1159;309;5
14264;1159;497;3
14265;1159;1092;3
14266;1159;218;4
14267;1159;769;4
14268;1159;770;5
14269;1159;213;3
14270;1159;2493;3
14271;1159;13475;4
14272;1159;745;1
14273;1159;205;2
14274;1159;288;4
14275;1159;949;1
14276;1159;3082;4
14277;1159;10775;3
14278;1159;16869;3
14279;1159;110;2
14280;1159;27205;1
14281;1159;329;4
14282;1159;627;5
14283;1159;947;2
14284;1159;862;2
14285;1159;630;0
14286;1159;77338;5
14287;1159;3078;2
14288;1159;595;3
14289;1159;103663;2
14290;1159;77;2
14291;1159;947;4
14292;1159;2118;3
14293;1159;583;2
14294;1159;3082;1
14295;1159;70;3
14296;1159;303;5
14297;1159;6977;1
14298;1159;22;0
14299;1159;792;5
14300;1159;391;5
14301;1159;5924;5
14302;1159;975;4
14303;1159;641;0
14304;1159;223;5
14305;1159;424;1
14306;1159;111;3
14307;1159;857;5
14308;1159;804;5
14309;1159;1366;3
14310;1159;500;1
14311;1158;13475;3
14312;1158;389;3
14313;1158;235;1
14314;1158;205;2
14315;1158;20453;3
14316;1158;1892;1
14317;1158;599;1
14318;1158;280;5
14319;1158;705;2
14320;1158;279;4
14321;1158;1092;1
14322;1158;107;2
14323;1158;703;3
14324;1158;289;3
14325;1158;3175;4
14326;1158;1955;3
14327;1158;9552;4
14328;1158;10020;2
14329;1158;665;3
14330;1158;962;1
14331;1158;24428;3
14332;1158;1480;4
14333;1158;887;3
14334;1158;115;2
14335;1158;910;4
14336;1158;2503;2
14337;1158;598;0
14338;1158;826;2
14339;1158;903;3
14340;1158;121;1
14341;1158;901;1
14342;1158;247;3
14343;1158;603;3
14344;1158;982;2
14345;1158;7508;1
14346;1158;11697;2
14347;1158;17654;2
14348;1158;68718;0
14349;1158;5925;3
14350;1158;38;4
14351;1158;37247;2
14352;1158;935;2
14353;1158;10098;1
14354;1158;309;2
14355;1158;49051;2
14356;1158;275;5
14357;1158;13;2
14358;1158;12;1
14359;1158;117;2
14360;1158;769;1
14361;1158;489;1
14362;1158;629;1
14363;1158;770;1
14364;1158;213;1
14365;1158;11787;3
14366;1158;12445;0
14367;1158;3112;4
14368;1158;10191;4
14369;1158;745;1
14370;1158;205;0
14371;1158;429;4
14372;1158;8392;1
14373;1158;627;3
14374;1158;947;3
14375;1158;77338;2
14376;1158;630;2
14377;1158;576;1
14378;1158;595;1
14379;1158;7345;3
14380;1158;24238;4
14381;1158;19;2
14382;1158;947;1
14383;1158;11216;0
14384;1158;87827;1
14385;1158;3083;2
14386;1158;3082;2
14387;1158;807;3
14388;1158;311;1
14389;1158;303;1
14390;1158;680;3
14391;1158;22;2
14392;1158;792;1
14393;1158;391;1
14394;1158;5924;3
14395;1158;223;3
14396;1158;11645;4
14397;1158;85;1
14398;1158;1578;3
14399;1158;424;2
14400;1158;1580;3
14401;748;389;5
14402;748;845;0
14403;748;1892;5
14404;748;599;2
14405;748;702;4
14406;748;280;3
14407;748;103;4
14408;748;348;3
14409;748;705;1
14410;748;872;3
14411;748;1092;5
14412;748;583;5
14413;748;3078;1
14414;748;12405;2
14415;748;769;1
14416;748;993;5
14417;748;583;4
14418;748;3175;1
14419;748;975;5
14420;748;1955;2
14421;748;9552;5
14422;748;238;3
14423;748;578;1
14424;748;962;5
14425;748;284;2
14426;748;947;5
14427;748;44214;0
14428;748;74643;4
14429;748;642;3
14430;748;1480;2
14431;748;115;4
14432;748;524;5
14433;748;910;2
14434;748;2503;4
14435;748;829;1
14436;748;903;5
14437;748;562;4
14438;748;45269;5
14439;748;15;1
14440;748;968;5
14441;748;68718;4
14442;748;914;4
14443;748;596;3
14444;748;935;4
14445;748;37247;0
14446;748;309;2
14447;748;550;1
14448;748;49051;3
14449;748;13;2
14450;748;12;4
14451;748;769;1
14452;748;489;3
14453;748;1124;3
14454;748;12445;0
14455;748;2493;1
14456;748;3112;1
14457;748;13223;5
14458;748;745;3
14459;748;278;4
14460;748;288;5
14461;748;3082;2
14462;748;10775;5
14463;748;429;1
14464;748;27205;4
14465;748;329;5
14466;748;947;2
14467;748;19;2
14468;748;947;3
14469;748;87827;1
14470;748;322;3
14471;748;70;3
14472;748;585;2
14473;748;311;5
14474;748;11216;1
14475;748;213;2
14476;748;303;4
14477;748;680;5
14478;748;792;4
14479;748;391;3
14480;748;797;4
14481;748;5924;1
14482;748;641;5
14483;748;567;4
14484;748;2062;2
14485;748;380;0
14486;748;85;5
14487;748;424;1
14488;748;111;4
14489;748;857;2
14490;748;1366;3
14491;739;13475;4
14492;739;205;3
14493;739;20453;4
14494;739;453;2
14495;739;280;4
14496;739;103;3
14497;739;807;5
14498;739;872;2
14499;739;279;4
14500;739;3078;4
14501;739;583;1
14502;739;703;4
14503;739;212;5
14504;739;289;4
14505;739;1422;4
14506;739;272;4
14507;739;961;4
14508;739;238;4
14509;739;665;4
14510;739;578;4
14511;739;44214;4
14512;739;887;3
14513;739;1480;5
14514;739;524;5
14515;739;115;3
14516;739;910;4
14517;739;2503;3
14518;739;903;5
14519;739;562;4
14520;739;901;2
14521;739;603;3
14522;739;968;4
14523;739;7508;3
14524;739;982;5
14525;739;68718;4
14526;739;963;2
14527;739;38;3
14528;739;37247;3
14529;739;10098;3
14530;739;990;4
14531;739;5961;3
14532;739;275;5
14533;739;783;4
14534;739;1091;2
14535;739;1092;4
14536;739;13;3
14537;739;12;4
14538;739;218;3
14539;739;117;3
14540;739;629;3
14541;739;3090;3
14542;739;213;3
14543;739;12445;4
14544;739;13475;3
14545;739;3112;5
14546;739;13223;4
14547;739;288;3
14548;739;278;5
14549;739;949;3
14550;739;110;2
14551;739;46738;3
14552;739;578;4
14553;739;1480;3
14554;739;329;2
14555;739;8392;4
14556;739;627;4
14557;739;947;2
14558;739;24;3
14559;739;630;3
14560;739;576;2
14561;739;595;3
14562;739;7345;4
14563;739;24238;3
14564;739;832;1
14565;739;19;4
14566;739;3082;3
14567;739;585;3
14568;739;510;3
14569;739;213;3
14570;739;303;5
14571;739;10774;3
14572;739;6977;3
14573;739;539;4
14574;739;22;4
14575;739;792;4
14576;739;2062;4
14577;739;1578;3
14578;739;424;3
14579;739;1580;3
14580;739;804;3
14581;196;13475;2
14582;196;7508;5
14583;196;218;1
14584;196;702;0
14585;196;280;3
14586;196;103;4
14587;196;807;4
14588;196;872;1
14589;196;583;2
14590;196;1092;2
14591;196;3078;1
14592;196;769;0
14593;196;703;5
14594;196;1955;1
14595;196;11778;0
14596;196;3175;1
14597;196;975;2
14598;196;238;2
14599;196;284;2
14600;196;947;2
14601;196;44214;3
14602;196;642;0
14603;196;1480;1
14604;196;910;4
14605;196;598;3
14606;196;829;4
14607;196;903;0
14608;196;8587;4
14609;196;15;2
14610;196;45269;5
14611;196;968;3
14612;196;982;0
14613;196;7508;2
14614;196;17654;5
14615;196;11697;1
14616;196;963;2
14617;196;5925;4
14618;196;914;5
14619;196;996;1
14620;196;37247;0
14621;196;309;2
14622;196;10098;0
14623;196;275;3
14624;196;600;5
14625;196;12;0
14626;196;769;0
14627;196;489;1
14628;196;770;2
14629;196;3090;0
14630;196;213;3
14631;196;2493;2
14632;196;3112;5
14633;196;423;4
14634;196;745;5
14635;196;288;1
14636;196;949;2
14637;196;10775;0
14638;196;5915;5
14639;196;429;5
14640;196;7984;4
14641;196;27205;2
14642;196;1480;5
14643;196;578;0
14644;196;627;3
14645;196;947;5
14646;196;24;4
14647;196;576;3
14648;196;1585;2
14649;196;103663;1
14650;196;7345;1
14651;196;24238;5
14652;196;583;4
14653;196;510;1
14654;196;654;3
14655;196;303;5
14656;196;10774;1
14657;196;6977;0
14658;196;539;1
14659;196;680;0
14660;196;22;3
14661;196;391;5
14662;196;223;0
14663;196;2062;2
14664;196;11645;3
14665;196;85;5
14666;196;424;5
14667;196;857;0
14668;196;804;3
14669;196;1366;4
14670;196;500;5
14671;1709;845;2
14672;1709;7508;2
14673;1709;702;2
14674;1709;103;2
14675;1709;348;4
14676;1709;11324;2
14677;1709;583;2
14678;1709;1092;2
14679;1709;993;2
14680;1709;769;2
14681;1709;239;2
14682;1709;583;2
14683;1709;703;2
14684;1709;212;2
14685;1709;1955;2
14686;1709;289;2
14687;1709;1422;2
14688;1709;3175;2
14689;1709;975;2
14690;1709;9552;2
14691;1709;961;2
14692;1709;665;2
14693;1709;962;2
14694;1709;74643;2
14695;1709;44214;2
14696;1709;1480;2
14697;1709;524;2
14698;1709;115;2
14699;1709;910;2
14700;1709;2503;2
14701;1709;121;2
14702;1709;45269;2
14703;1709;15;2
14704;1709;901;2
14705;1709;7508;2
14706;1709;982;2
14707;1709;11697;2
14708;1709;17654;2
14709;1709;963;2
14710;1709;5925;2
14711;1709;38;2
14712;1709;996;2
14713;1709;10098;2
14714;1709;990;2
14715;1709;275;2
14716;1709;600;2
14717;1709;9277;2
14718;1709;12;2
14719;1709;117;2
14720;1709;489;2
14721;1709;213;2
14722;1709;1124;2
14723;1709;3112;2
14724;1709;13475;2
14725;1709;13223;2
14726;1709;274;2
14727;1709;10191;2
14728;1709;205;2
14729;1709;278;2
14730;1709;694;2
14731;1709;3082;2
14732;1709;429;2
14733;1709;7984;2
14734;1709;1480;5
